Time,Step,Temp
18:29:42,4,15.52
18:29:43,2,34.76
18:29:44,7,27.33
18:29:45,9,17.62
18:29:46,0,23.54
18:29:47,5,21.72
18:29:48,4,23.45
18:29:49,0,20.72
18:29:50,8,33.47
18:29:51,8,25.67
18:29:52,7,22.42
18:29:53,4,29.83
18:29:54,6,26.15
18:29:55,9,17.0
18:29:56,9,29.5
18:29:57,2,21.56
18:29:58,3,26.34
18:29:59,1,23.87
18:30:00,2,15.1
18:30:01,1,22.94
18:30:02,10,23.13
18:30:03,5,18.06
18:30:04,7,31.47
18:30:05,8,19.58
18:30:06,4,34.61
18:30:07,1,32.41
18:30:08,2,25.05
18:30:09,9,18.11
18:30:10,10,16.6
18:30:11,5,16.98
18:30:12,10,26.84
18:30:13,10,21.75
18:30:14,8,31.85
18:30:15,10,30.18
18:30:16,7,18.39
18:30:17,2,23.62
18:30:18,9,21.62
18:30:19,8,18.55
18:30:20,6,20.51
18:30:21,1,21.53
18:30:22,10,27.0
18:30:23,5,27.13
18:30:24,4,16.03
18:30:25,6,22.13
18:30:26,10,30.73
18:30:27,5,34.13
18:30:28,8,31.65
18:30:29,9,34.06
18:30:30,10,33.22
18:30:31,9,33.39
18:30:32,10,34.78
18:30:33,6,19.19
18:30:34,0,18.0
18:30:35,10,21.38
18:30:36,1,28.38
18:30:37,10,34.36
18:30:38,10,21.59
18:30:39,8,25.99
18:30:40,10,34.76
18:30:41,2,21.76
18:30:42,8,23.38
18:30:43,6,29.21
18:30:44,2,16.09
18:30:45,0,28.37
18:30:46,8,32.53
18:30:47,0,30.81
18:30:48,3,19.03
18:30:49,2,22.65
18:30:50,8,31.02
18:30:51,10,25.72
18:30:52,2,33.45
18:30:53,7,17.89
18:30:55,6,29.36
18:30:56,6,26.93
18:30:57,10,30.19
18:30:58,2,21.22
18:30:59,4,27.64
18:31:00,2,32.07
18:31:01,3,30.75
18:31:02,3,24.57
18:31:03,6,31.09
18:31:04,1,17.89
18:31:05,10,34.4
18:31:06,9,26.12
18:31:07,5,20.94
18:31:08,8,22.8
18:31:09,10,29.51
18:31:10,3,21.66
18:31:11,9,23.06
18:31:12,3,25.13
18:31:13,4,17.12
18:31:14,7,32.73
18:31:15,5,17.81
18:31:16,4,15.16
18:31:17,9,31.58
18:31:18,8,23.52
18:31:19,7,28.22
18:31:20,3,19.86
18:31:21,10,16.88
18:31:22,6,33.35
18:31:23,5,22.34
18:31:24,6,21.67
18:31:25,5,19.27
18:31:26,9,32.69
18:31:27,8,15.44
18:31:28,7,28.19
18:31:29,0,23.29
18:31:30,0,23.51
18:31:31,0,23.73
18:31:32,1,15.8
18:31:33,4,19.04
18:31:34,4,17.09
18:31:35,10,15.43
18:31:36,0,22.68
18:31:37,5,23.16
18:31:38,4,15.73
18:31:39,9,32.71
18:31:40,8,21.02
18:31:41,4,19.19
18:31:42,5,22.3
18:31:43,2,15.99
18:31:44,5,34.78
18:31:45,5,34.47
18:31:46,5,20.68
18:31:47,2,19.57
18:31:48,2,33.95
18:31:49,5,19.28
18:31:50,9,33.82
18:31:51,9,15.93
18:31:52,6,29.36
18:31:53,2,30.94
18:31:54,3,25.44
18:31:55,7,26.59
18:31:56,3,22.07
18:31:57,3,28.98
18:31:58,5,24.09
18:31:59,6,21.53
18:32:00,10,21.34
18:32:01,2,21.34
18:32:02,5,24.26
18:32:03,1,29.78
18:32:04,9,29.28
18:32:05,0,20.97
18:32:06,0,27.77
18:32:07,3,28.76
18:32:08,6,20.58
18:32:09,7,32.79
18:32:10,2,17.77
18:32:11,4,16.02
18:32:12,8,33.37
18:32:13,1,16.5
18:32:14,6,32.07
18:32:15,8,29.5
18:32:16,5,33.77
18:32:17,4,30.78
18:32:18,3,29.0
18:32:19,2,23.46
18:32:20,8,21.46
18:32:21,7,21.8
18:32:22,7,31.97
18:32:23,6,15.7
18:32:24,3,22.28
18:32:25,0,17.1
18:32:26,1,23.6
18:32:27,9,28.01
18:32:28,6,29.29
18:32:29,1,21.57
18:32:30,7,28.9
18:32:31,8,22.35
18:32:32,3,25.81
18:32:33,8,31.0
18:32:34,10,16.47
18:32:35,3,18.17
18:32:36,8,19.32
18:32:37,2,15.82
18:32:38,2,26.02
18:32:39,7,26.8
18:32:40,8,31.93
18:32:41,7,30.92
18:32:42,5,34.78
18:32:43,6,30.35
18:32:44,2,18.65
18:32:45,4,17.13
18:32:46,2,33.89
18:32:47,8,16.33
18:32:48,7,21.76
18:32:49,1,32.96
18:32:50,1,31.75
18:32:51,1,16.89
18:32:52,8,30.81
18:32:53,6,16.77
18:32:54,4,16.24
18:32:55,0,20.17
18:32:56,6,19.39
18:32:57,10,20.47
18:32:58,10,33.47
18:32:59,9,19.25
18:33:00,5,34.26
18:33:01,5,27.89
18:33:02,2,27.45
18:33:03,3,29.83
18:33:04,3,29.89
18:33:05,8,17.06
18:33:06,0,23.34
18:33:07,2,24.04
18:33:08,1,23.82
18:33:09,7,19.07
18:33:10,7,24.96
18:33:11,9,17.36
18:33:12,1,21.32
18:33:13,9,27.52
18:33:14,8,25.24
18:33:15,2,23.85
18:33:16,8,19.34
18:33:17,1,31.1
18:33:18,9,24.13
18:33:19,2,30.84
18:33:20,4,32.09
18:33:21,4,18.34
18:33:22,8,34.01
18:33:23,6,19.14
18:33:24,4,17.28
18:33:25,3,25.43
18:33:26,10,28.58
18:33:27,5,16.81
18:33:28,5,16.42
18:33:29,10,15.24
18:33:30,7,15.26
18:33:31,4,17.53
18:33:32,2,31.97
18:33:33,7,19.39
18:33:34,2,16.2
18:33:35,5,21.85
18:33:36,7,33.07
18:33:37,0,32.08
18:33:38,5,34.9
18:33:39,8,17.42
18:33:40,3,18.58
18:33:41,4,34.93
18:33:42,5,17.38
18:33:43,0,31.01
18:33:44,2,26.87
18:33:45,9,23.05
18:33:46,5,23.43
18:33:47,6,29.04
18:33:48,4,19.13
18:33:49,4,32.52
18:33:50,5,19.55
18:33:51,9,25.07
18:33:52,5,20.74
18:33:53,7,19.71
18:33:54,2,15.42
18:33:55,10,21.97
18:33:56,2,33.68
18:33:57,9,17.0
18:33:58,8,21.41
18:33:59,1,16.61
18:34:00,9,33.39
18:34:01,3,16.12
18:34:02,3,23.72
18:34:04,3,27.32
18:34:05,3,20.85
18:34:06,7,25.91
18:34:07,0,32.54
18:34:08,0,24.13
18:34:09,2,20.09
18:34:10,2,28.85
18:34:11,8,32.52
18:34:12,0,32.14
18:34:13,4,30.13
18:34:14,8,22.31
18:34:15,0,33.01
18:34:16,1,24.07
18:34:17,7,30.18
18:34:18,10,16.28
18:34:19,7,28.19
18:34:20,2,22.43
18:34:21,7,28.27
18:34:22,3,25.32
18:34:23,4,23.79
18:34:24,7,18.33
18:34:25,2,16.2
18:34:26,2,32.15
18:34:27,5,30.87
18:34:28,8,28.8
18:34:29,3,28.37
18:34:30,9,21.11
18:34:31,5,27.68
18:34:32,5,15.0
18:34:33,5,23.32
18:34:34,4,33.88
18:34:35,1,28.35
18:34:36,6,23.07
18:34:37,5,31.06
18:34:38,4,20.7
18:34:39,4,25.17
18:34:40,9,16.05
18:34:41,0,18.72
18:34:42,7,34.93
18:34:43,1,16.89
18:34:44,2,18.19
18:34:45,10,18.58
18:34:46,4,33.26
18:34:47,6,23.57
18:34:48,10,30.77
18:34:49,2,29.95
18:34:50,0,31.25
18:34:51,3,21.85
18:34:52,7,28.85
18:34:53,4,25.1
18:34:54,1,33.0
18:34:55,9,21.14
18:34:56,4,34.04
18:34:57,7,19.2
18:34:58,0,29.19
18:34:59,2,28.66
18:35:00,0,21.01
18:35:01,7,32.76
18:35:02,9,15.31
18:35:03,8,15.86
18:35:04,1,30.4
18:35:05,10,25.8
18:35:06,1,19.1
18:35:07,10,26.06
18:35:08,7,34.05
18:35:09,2,31.88
18:35:10,8,30.96
18:35:11,1,17.18
18:35:12,8,25.59
18:35:13,9,32.39
18:35:14,9,19.55
18:35:15,9,34.62
18:35:16,9,29.46
18:35:17,1,32.75
18:35:18,7,17.09
18:35:19,1,24.92
18:35:20,4,34.7
18:35:21,2,19.93
18:35:22,5,32.55
18:35:23,8,26.95
18:35:24,2,27.38
18:35:25,10,34.5
18:35:26,9,21.42
18:35:27,7,31.65
18:35:28,7,19.6
18:35:29,1,32.87
18:35:30,1,24.24
18:35:31,8,24.21
18:35:32,5,22.61
18:35:33,6,29.14
18:35:34,5,24.17
18:35:35,9,16.34
18:35:36,1,33.2
18:35:37,1,26.16
18:35:38,6,19.9
18:35:39,4,23.68
18:35:40,6,16.04
18:35:41,2,16.24
18:35:42,10,26.14
18:35:43,6,20.15
18:35:44,4,26.14
18:35:45,6,28.83
18:35:46,8,15.22
18:35:47,8,33.87
18:35:48,0,31.04
18:35:49,2,16.86
18:35:50,3,25.85
18:35:51,4,30.16
18:35:52,8,33.28
18:35:53,2,26.24
18:35:54,1,22.36
18:35:55,7,17.68
18:35:56,8,19.6
18:35:57,3,26.18
18:35:58,1,33.31
18:35:59,6,25.81
18:36:00,3,18.24
18:36:01,1,32.56
18:36:02,0,19.65
18:36:03,0,26.2
18:36:04,7,29.03
18:36:05,9,33.54
18:36:06,7,28.01
18:36:07,0,24.79
18:36:08,2,25.16
18:36:09,5,19.22
18:36:11,6,26.45
18:36:12,4,16.08
18:36:13,6,24.22
18:36:14,1,16.28
18:36:15,0,29.16
18:36:16,3,25.03
18:36:17,6,20.17
18:36:18,2,16.87
18:36:19,0,32.26
18:36:20,0,31.69
18:36:21,4,18.46
18:36:22,8,27.35
18:36:23,5,15.79
18:36:24,10,23.83
18:36:25,0,28.47
18:36:26,1,30.17
18:36:27,2,25.98
18:36:28,6,22.44
18:36:29,5,16.92
18:36:30,9,17.9
18:36:31,3,21.89
18:36:32,3,33.72
18:36:33,10,17.8
18:36:34,2,15.02
18:36:35,6,33.11
18:36:36,9,22.54
18:36:37,10,17.82
18:36:38,5,26.35
18:36:39,6,31.11
18:36:40,3,19.49
18:36:41,1,15.17
18:36:42,5,20.63
18:36:43,9,24.12
18:36:44,4,21.72
18:36:45,9,19.54
18:36:46,0,29.07
18:36:47,10,20.86
18:36:48,3,33.87
18:36:49,6,16.57
18:36:50,5,30.1
18:36:51,10,26.88
18:36:52,7,23.32
18:36:53,8,22.57
18:36:54,3,32.69
18:36:55,0,15.02
18:36:56,5,29.17
18:36:57,8,24.68
18:36:58,6,32.35
18:36:59,3,34.78
18:37:00,0,29.69
18:37:01,6,32.76
18:37:02,6,25.78
18:37:03,10,19.78
18:37:04,10,26.82
18:37:05,3,27.27
18:37:06,5,30.04
18:37:07,9,16.22
18:37:08,8,28.53
18:37:09,9,24.03
18:37:10,5,19.59
18:37:11,2,21.87
18:37:12,7,20.97
18:37:13,1,26.03
18:37:14,5,23.67
18:37:15,0,32.8
18:37:16,0,18.69
18:37:17,1,26.78
18:37:18,3,16.09
18:37:19,1,30.37
18:37:20,9,28.32
18:37:21,0,33.44
18:37:22,5,22.58
18:37:23,10,31.17
18:37:24,1,29.82
18:37:25,6,33.97
18:37:26,10,33.79
18:37:27,9,18.45
18:37:28,5,27.13
18:37:29,5,15.61
18:37:30,4,31.31
18:37:31,1,20.1
18:37:32,3,15.09
18:37:33,2,23.89
18:37:34,10,25.46
18:37:35,5,24.41
18:37:36,7,32.54
18:37:37,6,33.13
18:37:38,3,30.94
18:37:39,1,15.21
18:37:40,3,24.16
18:37:41,1,26.07
18:37:42,1,20.8
18:37:43,2,28.61
18:37:44,4,18.33
18:37:45,9,17.52
18:37:46,4,19.89
18:37:47,5,32.07
18:37:48,0,18.49
18:37:49,1,27.53
18:37:50,8,28.51
18:37:51,5,30.59
18:37:52,6,31.12
18:37:53,10,25.92
18:37:54,6,24.59
18:37:55,10,15.56
18:37:56,4,30.6
18:37:57,7,17.49
18:37:58,6,32.76
18:37:59,1,26.09
18:38:00,7,34.08
18:38:01,10,24.13
18:38:02,7,22.23
18:38:03,2,22.74
18:38:04,2,27.51
18:38:05,1,17.91
18:38:06,1,30.0
18:38:07,6,23.93
18:38:08,7,15.51
18:38:09,7,17.64
18:38:10,7,23.71
18:38:11,4,30.09
18:38:12,1,34.12
18:38:13,5,26.63
18:38:14,8,17.93
18:38:15,5,28.25
18:38:16,2,27.78
18:38:17,4,20.29
18:38:18,7,20.57
18:38:19,4,34.82
18:38:20,1,32.72
18:38:21,3,21.41
18:38:22,3,32.82
18:38:23,0,28.06
18:38:24,6,30.63
18:38:25,0,31.8
18:38:27,2,25.2
18:38:28,4,22.28
18:38:29,7,22.23
18:38:30,2,23.56
18:38:31,3,15.23
18:38:32,1,31.86
18:38:33,4,26.66
18:38:34,6,18.17
18:38:35,10,23.41
18:38:36,2,28.54
18:38:37,1,32.42
18:38:38,8,15.59
18:38:39,9,19.97
18:38:40,8,17.5
18:38:41,6,18.98
18:38:42,0,24.9
18:38:43,7,20.18
18:38:44,4,30.2
18:38:45,2,23.82
18:38:46,8,18.54
18:38:47,3,24.93
18:38:48,5,25.44
18:38:49,1,20.38
18:38:50,3,23.31
18:38:51,8,30.92
18:38:52,1,34.81
18:38:53,7,33.8
18:38:54,7,30.84
18:38:55,0,29.17
18:38:56,10,23.3
18:38:57,3,26.65
18:38:58,6,28.58
18:38:59,7,25.3
18:39:00,2,21.13
18:39:01,10,20.87
18:39:02,7,24.02
18:39:03,4,21.84
18:39:04,6,31.95
18:39:05,2,31.03
18:39:06,7,25.05
18:39:07,9,20.38
18:39:08,4,25.59
18:39:09,3,21.98
18:39:10,7,33.19
18:39:11,0,34.45
18:39:12,2,29.82
18:39:13,6,22.3
18:39:14,2,16.24
18:39:15,5,25.32
18:39:16,10,16.69
18:39:17,2,32.5
18:39:18,3,24.25
18:39:19,9,21.09
18:39:20,1,16.2
18:39:21,4,21.41
18:39:22,9,22.29
18:39:23,3,34.54
18:39:24,5,20.39
18:39:25,6,34.96
18:39:26,5,23.66
18:39:27,4,21.96
18:39:28,9,15.63
18:39:29,0,22.37
18:39:30,5,18.33
18:39:31,5,33.16
18:39:32,3,26.22
18:39:33,7,23.49
18:39:34,6,18.75
18:39:35,7,20.9
18:39:36,7,28.57
18:39:37,9,32.26
18:39:38,6,34.5
18:39:39,4,33.94
18:39:40,7,19.69
18:39:41,1,34.84
18:39:42,10,31.62
18:39:43,10,19.78
18:39:44,9,26.29
18:39:45,7,27.61
18:39:46,4,17.42
18:39:47,8,24.47
18:39:48,1,24.44
18:39:49,2,26.45
18:39:50,1,24.79
18:39:51,9,16.25
18:39:52,6,26.83
18:39:53,1,28.79
18:39:54,8,18.75
18:39:55,5,16.59
18:39:56,7,20.42
18:39:57,10,22.28
18:39:58,0,15.42
18:39:59,5,30.44
18:40:00,10,22.39
18:40:01,0,32.27
18:40:02,10,21.55
18:40:03,0,27.24
18:40:04,2,20.08
18:40:05,6,27.78
18:40:06,7,17.69
18:40:07,1,32.02
18:40:08,4,29.41
18:40:09,2,29.85
18:40:10,3,33.22
18:40:11,5,24.75
18:40:12,9,32.58
18:40:13,4,34.77
18:40:14,7,34.9
18:40:15,4,16.4
18:40:16,4,28.98
18:40:17,10,21.26
18:40:18,9,15.65
18:40:19,1,28.25
18:40:20,9,24.05
18:40:21,9,21.42
18:40:22,6,33.69
18:40:23,7,15.74
18:40:24,1,29.81
18:40:25,3,23.22
18:40:26,9,18.22
18:40:27,5,27.55
18:40:28,9,21.5
18:40:29,7,23.82
18:40:30,7,21.15
18:40:31,0,26.31
18:40:32,10,24.04
18:40:33,2,24.14
18:40:34,4,15.29
18:40:35,0,24.92
18:40:36,1,26.63
18:40:37,9,17.7
18:40:38,8,29.17
18:40:39,6,31.41
18:40:40,3,34.02
18:40:41,7,24.13
18:40:42,5,17.07
18:40:43,8,26.39
18:40:44,10,18.9
18:40:45,9,34.94
18:40:46,10,19.02
18:40:47,5,24.87
18:40:48,2,24.64
18:40:49,8,30.12
18:40:50,10,22.19
18:40:51,5,29.6
18:40:52,2,25.26
18:40:53,1,34.4
18:40:54,0,22.89
18:40:55,10,15.63
18:40:56,9,24.72
18:40:57,6,16.21
18:40:58,9,26.89
18:41:00,2,20.19
18:41:01,4,34.29
18:41:02,9,30.31
18:41:03,4,34.28
18:41:04,2,23.8
18:41:05,0,31.7
18:41:06,4,23.48
18:41:07,2,23.94
18:41:08,1,28.54
18:41:09,4,15.61
18:41:10,1,33.11
18:41:11,6,17.62
18:41:12,6,33.28
18:41:13,1,18.66
18:41:14,2,27.24
18:41:15,2,34.52
18:41:16,8,17.01
18:41:17,9,22.39
18:41:18,2,15.02
18:41:19,5,25.55
18:41:20,5,16.1
18:41:21,2,29.59
18:41:22,4,19.65
18:41:23,5,19.03
18:41:24,10,22.5
18:41:25,4,20.78
18:41:26,4,25.65
18:41:27,1,16.36
18:41:28,8,24.36
18:41:29,5,33.47
18:41:30,10,19.64
18:41:31,9,16.91
18:41:32,6,25.2
18:41:33,0,34.24
18:41:34,10,22.05
18:41:35,0,30.34
18:41:36,9,23.58
18:41:37,5,16.71
18:41:38,8,23.34
18:41:39,8,29.29
18:41:40,8,24.88
18:41:41,1,22.6
18:41:42,3,21.77
